,#NCBI_GeneID,gencodeId,HGNC_ID,geneSymbol,name,refseq,RefSeq_prot,transcriptId,Ensembl_prot,MANE_status,GRCh38_chr,chr_start,chr_end,chr_strand
10107,GeneID:55252,ENSG00000143970,HGNC:23805,ASXL2,ASXL transcriptional regulator 2,NM_018263,NP_060733.4,ENST00000435504,ENSP00000391447.3,MANE Select,2,25733753,25878487,-
10108,GeneID:55253,ENSG00000198874,HGNC:25598,TYW1,tRNA-yW synthesizing protein 1 homolog,NM_018264,NP_060734.2,ENST00000359626,ENSP00000352645.5,MANE Select,7,66996833,67239514,+
10109,GeneID:55254,ENSG00000176142,HGNC:25600,TMEM39A,transmembrane protein 39A,NM_018266,NP_060736.1,ENST00000319172,ENSP00000326063.5,MANE Select,3,119428949,119463615,-
10110,GeneID:55255,ENSG00000164253,HGNC:25601,WDR41,WD repeat domain 41,NM_018268,NP_060738.2,ENST00000296679,ENSP00000296679.4,MANE Select,5,77430933,77492316,-
10111,GeneID:55256,ENSG00000182551,HGNC:30576,ADI1,acireductone dioxygenase 1,NM_018269,NP_060739.2,ENST00000327435,ENSP00000333666.3,MANE Select,2,3497366,3519531,-
10112,GeneID:55257,ENSG00000101189,HGNC:15866,MRGBP,MRG domain binding protein,NM_018270,NP_060740.1,ENST00000370487,ENSP00000359518.3,MANE Select,20,62796473,62801729,+
10113,GeneID:55258,ENSG00000144115,HGNC:25602,THNSL2,threonine synthase like 2,NM_018271,NP_060741.3,ENST00000674334,ENSP00000501453.1,MANE Select,2,88170346,88186627,+
10114,GeneID:55259,ENSG00000118307,HGNC:29599,CFAP94,cilia and flagella associated protein 94,NM_018272,NP_060742.4,ENST00000395987,ENSP00000379310.3,MANE Select,12,25108289,25195160,-
10115,GeneID:55260,ENSG00000161558,HGNC:25603,TMEM143,transmembrane protein 143,NM_018273,NP_060743.2,ENST00000293261,ENSP00000293261.2,MANE Select,19,48332356,48363940,-
10116,GeneID:55262,ENSG00000146826,HGNC:25604,TRAPPC14,trafficking protein particle complex 14,NM_018275,NP_060745.3,ENST00000316937,ENSP00000324741.3,MANE Select,7,100154423,100158723,-
10117,GeneID:55266,ENSG00000139291,HGNC:25605,TMEM19,transmembrane protein 19,NM_018279,NP_060749.2,ENST00000266673,ENSP00000266673.5,MANE Select,12,71686082,71705047,+
10118,GeneID:55268,ENSG00000121310,HGNC:23408,ECHDC2,enoyl-CoA hydratase domain containing 2,NM_001198961,NP_001185890.1,ENST00000371522,ENSP00000360577.4,MANE Select,1,52895910,52921740,-
10119,GeneID:55269,ENSG00000121390,HGNC:20320,PSPC1,paraspeckle component 1,NM_001354909,NP_001341838.1,ENST00000338910,ENSP00000343966.4,MANE Select,13,19702500,19782945,-
10120,GeneID:55270,ENSG00000136159,HGNC:23063,NUDT15,nudix hydrolase 15,NM_018283,NP_060753.1,ENST00000258662,ENSP00000258662.1,MANE Select,13,48037726,48047221,+
10121,GeneID:55272,ENSG00000177971,HGNC:14497,IMP3,IMP U3 small nucleolar ribonucleoprotein 3,NM_018285,NP_060755.1,ENST00000403490,ENSP00000385217.1,MANE Select,15,75639093,75640224,-
10122,GeneID:55273,ENSG00000166292,HGNC:25607,TMEM100,transmembrane protein 100,NM_018286,NP_060756.2,ENST00000424486,ENSP00000395328.2,MANE Select,17,55719627,55722864,-
10123,GeneID:55274,ENSG00000130024,HGNC:18250,PHF10,PHD finger protein 10,NM_018288,NP_060758.2,ENST00000339209,ENSP00000341805.4,MANE Select,6,169703902,169724500,-
10124,GeneID:55275,ENSG00000141252,HGNC:25608,VPS53,VPS53 subunit of GARP complex,NM_001128159,NP_001121631.1,ENST00000437048,ENSP00000401435.2,MANE Select,17,508668,714839,-
10125,GeneID:55276,ENSG00000169299,HGNC:8906,PGM2,phosphoglucomutase 2,NM_018290,NP_060760.2,ENST00000381967,ENSP00000371393.4,MANE Select,4,37826686,37862937,+
10126,GeneID:55277,ENSG00000172456,HGNC:25610,FGGY,FGGY carbohydrate kinase domain containing,NM_018291,NP_060761.3,ENST00000303721,ENSP00000305922.8,MANE Select,1,59297094,59762730,+
10127,GeneID:55278,ENSG00000130348,HGNC:21020,QRSL1,glutaminyl-tRNA amidotransferase subunit QRSL1,NM_018292,NP_060762.3,ENST00000369046,ENSP00000358042.4,MANE Select,6,106629578,106668417,+
10128,GeneID:55279,ENSG00000175105,HGNC:25612,ZNF654,zinc finger protein 654,NM_001350134,NP_001337063.1,ENST00000636215,ENSP00000490842.1,MANE Select,3,88059255,88144660,+
10129,GeneID:55280,ENSG00000095485,HGNC:25613,CWF19L1,CWF19 like cell cycle control factor 1,NM_018294,NP_060764.3,ENST00000354105,ENSP00000326411.6,MANE Select,10,100232298,100267638,-
10130,GeneID:55281,ENSG00000146859,HGNC:21870,TMEM140,transmembrane protein 140,NM_018295,NP_060765.4,ENST00000275767,ENSP00000275767.2,MANE Select,7,135148072,135166215,+
10131,GeneID:55282,ENSG00000159708,HGNC:25615,LRRC36,leucine rich repeat containing 36,NM_018296,NP_060766.5,ENST00000329956,ENSP00000329943.6,MANE Select,16,67326815,67385204,+
10132,GeneID:55283,ENSG00000055732,HGNC:13358,MCOLN3,mucolipin TRP cation channel 3,NM_018298,NP_060768.8,ENST00000370589,ENSP00000359621.1,MANE Select,1,85018082,85048500,-
10133,GeneID:55284,ENSG00000104343,HGNC:25616,UBE2W,ubiquitin conjugating enzyme E2 W,NM_018299,NP_060769.5,ENST00000602593,ENSP00000473561.1,MANE Select,8,73786219,73878862,-
10134,GeneID:55286,ENSG00000154274,HGNC:25618,C4orf19,chromosome 4 open reading frame 19,NM_001104629,NP_001098099.1,ENST00000381980,ENSP00000371408.4,MANE Select,4,37453925,37593510,+
10135,GeneID:55287,ENSG00000088726,HGNC:25620,TMEM40,transmembrane protein 40,NM_018306,NP_060776.2,ENST00000314124,ENSP00000322837.7,MANE Select,3,12733528,12759259,-
10136,GeneID:55288,ENSG00000126858,HGNC:21168,RHOT1,ras homolog family member T1,NM_001033566,NP_001028738.1,ENST00000545287,ENSP00000439737.2,MANE Select,17,32142502,32225727,+
10137,GeneID:55289,ENSG00000153093,HGNC:25621,ACOXL,acyl-CoA oxidase like,NM_001142807,NP_001136279.1,ENST00000439055,ENSP00000407761.1,MANE Select,2,110732573,111118548,+
10138,GeneID:55290,ENSG00000104221,HGNC:17298,BRF2,BRF2 RNA polymerase III transcription initiation factor subunit,NM_018310,NP_060780.2,ENST00000220659,ENSP00000220659.6,MANE Select,8,37843268,37849861,-
10139,GeneID:55291,ENSG00000110075,HGNC:1173,PPP6R3,protein phosphatase 6 regulatory subunit 3,NM_001164161,NP_001157633.1,ENST00000393800,ENSP00000377389.2,MANE Select,11,68460752,68615334,+
10140,GeneID:55293,ENSG00000151116,HGNC:30866,UEVLD,UEV and lactate/malate dehyrogenase domains,NM_001040697,NP_001035787.1,ENST00000396197,ENSP00000379500.2,MANE Select,11,18529609,18588734,-
10141,GeneID:55294,ENSG00000109670,HGNC:16712,FBXW7,F-box and WD repeat domain containing 7,NM_001349798,NP_001336727.1,ENST00000281708,ENSP00000281708.3,MANE Select,4,152320544,152536092,-
10142,GeneID:55295,ENSG00000167487,HGNC:25623,KLHL26,kelch like family member 26,NM_018316,NP_060786.1,ENST00000300976,ENSP00000300976.3,MANE Select,19,18637028,18671721,+
10143,GeneID:55296,ENSG00000109680,HGNC:25624,TBC1D19,TBC1 domain family member 19,NM_018317,NP_060787.2,ENST00000264866,ENSP00000264866.4,MANE Select,4,26584084,26756223,+
10144,GeneID:55298,ENSG00000137522,HGNC:21070,RNF121,ring finger protein 121,NM_018320,NP_060790.2,ENST00000361756,ENSP00000354571.3,MANE Select,11,71929046,71997597,+
10145,GeneID:55299,ENSG00000113460,HGNC:24170,BRIX1,biogenesis of ribosomes BRX1,NM_018321,NP_060791.3,ENST00000336767,ENSP00000338862.5,MANE Select,5,34915711,34925996,+
10146,GeneID:55300,ENSG00000038210,HGNC:18215,PI4K2B,phosphatidylinositol 4-kinase type 2 beta,NM_018323,NP_060793.2,ENST00000264864,ENSP00000264864.6,MANE Select,4,25234033,25279204,+
10147,GeneID:55301,ENSG00000152463,HGNC:25625,OLAH,oleoyl-ACP hydrolase,NM_001039702,NP_001034791.1,ENST00000378228,ENSP00000367473.4,MANE Select,10,15043943,15073853,+
10148,GeneID:55303,ENSG00000133574,HGNC:21872,GIMAP4,"GTPase, IMAP family member 4",NM_018326,NP_060796.1,ENST00000255945,ENSP00000255945.2,MANE Select,7,150567390,150573953,+
10149,GeneID:55304,ENSG00000172296,HGNC:16253,SPTLC3,serine palmitoyltransferase long chain base subunit 3,NM_018327,NP_060797.2,ENST00000399002,ENSP00000381968.2,MANE Select,20,13008972,13169103,+
10150,GeneID:55308,ENSG00000168872,HGNC:25628,DDX19A,DEAD-box helicase 19A,NM_018332,NP_060802.1,ENST00000302243,ENSP00000306117.7,MANE Select,16,70346903,70373383,+
10151,GeneID:55311,ENSG00000167685,HGNC:16052,ZNF444,zinc finger protein 444,NM_018337,NP_060807.2,ENST00000337080,ENSP00000338860.3,MANE Select,19,56141287,56160893,+
10152,GeneID:55312,ENSG00000135002,HGNC:30324,RFK,riboflavin kinase,NM_018339,NP_060809.3,ENST00000376736,ENSP00000365926.1,MANE Select,9,76385526,76394426,-
10153,GeneID:55313,ENSG00000103381,HGNC:25632,CPPED1,calcineurin like phosphoesterase domain containing 1,NM_018340,NP_060810.2,ENST00000381774,ENSP00000371193.4,MANE Select,16,12659799,12803887,-
10154,GeneID:55314,ENSG00000164124,HGNC:25633,TMEM144,transmembrane protein 144,NM_018342,NP_060812.2,ENST00000296529,ENSP00000296529.6,MANE Select,4,158210486,158255416,+
10155,GeneID:55315,ENSG00000198246,HGNC:23096,SLC29A3,solute carrier family 29 member 3,NM_018344,NP_060814.4,ENST00000373189,ENSP00000362285.5,MANE Select,10,71319259,71363385,+
10156,GeneID:55316,ENSG00000136444,HGNC:25634,RSAD1,radical S-adenosyl methionine domain containing 1,NM_018346,NP_060816.1,ENST00000258955,ENSP00000258955.2,MANE Select,17,50478860,50485974,+
10157,GeneID:55317,ENSG00000125843,HGNC:15875,AP5S1,adaptor related protein complex 5 subunit sigma 1,NM_018347,NP_060817.1,ENST00000615891,ENSP00000481750.1,MANE Select,20,3820547,3828838,+
10158,GeneID:55319,ENSG00000198498,HGNC:25638,TMA16,translation machinery associated 16 homolog,NM_018352,NP_060822.2,ENST00000358572,ENSP00000351380.5,MANE Select,4,163494690,163520539,+
10159,GeneID:55320,ENSG00000129534,HGNC:20190,MIS18BP1,MIS18 binding protein 1,NM_018353,NP_060823.3,ENST00000310806,ENSP00000309790.4,MANE Select,14,45203190,45253202,-
10160,GeneID:55321,ENSG00000125895,HGNC:15893,TMEM74B,transmembrane protein 74B,NM_001304748,NP_001291677.1,ENST00000429036,ENSP00000400552.2,MANE Select,20,1180570,1184981,-
10161,GeneID:55322,ENSG00000082213,HGNC:25639,C5orf22,chromosome 5 open reading frame 22,NM_018356,NP_060826.2,ENST00000325366,ENSP00000326879.9,MANE Select,5,31532301,31555053,+
10162,GeneID:55323,ENSG00000166173,HGNC:24012,LARP6,"La ribonucleoprotein 6, translational regulator",NM_018357,NP_060827.2,ENST00000299213,ENSP00000299213.7,MANE Select,15,70829130,70854157,-
10163,GeneID:55325,ENSG00000109775,HGNC:25640,UFSP2,UFM1 specific peptidase 2,NM_018359,NP_060829.2,ENST00000264689,ENSP00000264689.6,MANE Select,4,185399537,185425964,-
10164,GeneID:55326,ENSG00000155189,HGNC:20886,AGPAT5,1-acylglycerol-3-phosphate O-acyltransferase 5,NM_018361,NP_060831.2,ENST00000285518,ENSP00000285518.6,MANE Select,8,6708642,6761503,+
10165,GeneID:55327,ENSG00000148943,HGNC:17789,LIN7C,"lin-7 homolog C, crumbs cell polarity complex component",NM_018362,NP_060832.1,ENST00000278193,ENSP00000278193.2,MANE Select,11,27494418,27506769,-
10166,GeneID:55328,ENSG00000184719,HGNC:25641,RNLS,"renalase, FAD dependent amine oxidase",NM_001031709,NP_001026879.2,ENST00000331772,ENSP00000332530.4,MANE Select,10,88284102,88583318,-
10167,GeneID:55329,ENSG00000138587,HGNC:29636,MNS1,meiosis specific nuclear structural 1,NM_018365,NP_060835.1,ENST00000260453,ENSP00000260453.3,MANE Select,15,56428724,56465137,-
10168,GeneID:55330,ENSG00000186222,HGNC:24206,BLOC1S4,biogenesis of lysosomal organelles complex 1 subunit 4,NM_018366,NP_060836.1,ENST00000320776,ENSP00000318128.3,MANE Select,4,6716174,6717664,+
10169,GeneID:55331,ENSG00000078124,HGNC:16066,ACER3,alkaline ceramidase 3,NM_018367,NP_060837.3,ENST00000532485,ENSP00000434480.1,MANE Select,11,76860918,77026797,+
10170,GeneID:55332,ENSG00000136048,HGNC:25645,DRAM1,DNA damage regulated autophagy modulator 1,NM_018370,NP_060840.2,ENST00000258534,ENSP00000258534.8,MANE Select,12,101877580,101923612,+
10171,GeneID:55333,ENSG00000213463,HGNC:18955,SYNJ2BP,synaptojanin 2 binding protein,NM_018373,NP_060843.2,ENST00000256366,ENSP00000256366.4,MANE Select,14,70366499,70417090,-
10172,GeneID:55334,ENSG00000029364,HGNC:20182,SLC39A9,solute carrier family 39 member 9,NM_018375,NP_060845.2,ENST00000336643,ENSP00000336887.5,MANE Select,14,69398692,69462390,+
10173,GeneID:55335,ENSG00000165028,HGNC:23641,NIPSNAP3B,nipsnap homolog 3B,NM_018376,NP_060846.2,ENST00000374762,ENSP00000363894.3,MANE Select,9,104764129,104777764,+
10174,GeneID:55336,ENSG00000135722,HGNC:17875,FBXL8,F-box and leucine rich repeat protein 8,NM_018378,NP_060848.2,ENST00000258200,ENSP00000258200.3,MANE Select,16,67159957,67164174,+
10175,GeneID:55337,ENSG00000130813,HGNC:25649,SHFL,shiftless antiviral inhibitor of ribosomal frameshifting,NM_018381,NP_060851.2,ENST00000253110,ENSP00000253110.10,MANE Select,19,10086317,10093243,+
10176,GeneID:55339,ENSG00000136709,HGNC:25651,WDR33,WD repeat domain 33,NM_018383,NP_060853.3,ENST00000322313,ENSP00000325377.3,MANE Select,2,127701027,127811171,-
10177,GeneID:55340,ENSG00000196329,HGNC:18005,GIMAP5,"GTPase, IMAP family member 5",NM_018384,NP_060854.2,ENST00000358647,ENSP00000351473.3,MANE Select,7,150737418,150743646,+
10178,GeneID:55341,ENSG00000041802,HGNC:25652,LSG1,large 60S subunit nuclear export GTPase 1,NM_018385,NP_060855.2,ENST00000265245,ENSP00000265245.5,MANE Select,3,194640791,194672191,-
10179,GeneID:55342,ENSG00000165209,HGNC:16462,STRBP,spermatid perinuclear RNA binding protein,NM_018387,NP_060857.2,ENST00000348403,ENSP00000321347.7,MANE Select,9,123121617,123268586,-
10180,GeneID:55343,ENSG00000181830,HGNC:20197,SLC35C1,solute carrier family 35 member C1,NM_018389,NP_060859.4,ENST00000314134,ENSP00000313318.3,MANE Select,11,45805149,45813016,+
10181,GeneID:55344,ENSG00000182378,HGNC:23148,PLCXD1,phosphatidylinositol specific phospholipase C X domain containing 1,NM_018390,NP_060860.1,ENST00000381657,ENSP00000371073.2,MANE Select,X,281381,303356,+
10182,GeneID:55345,ENSG00000138658,HGNC:25654,ZGRF1,zinc finger GRF-type containing 1,NM_018392,NP_060862.3,ENST00000505019,ENSP00000424737.1,MANE Select,4,112539339,112636909,-
10183,GeneID:55346,ENSG00000176148,HGNC:25655,TCP11L1,t-complex 11 like 1,NM_018393,NP_060863.3,ENST00000334274,ENSP00000335595.4,MANE Select,11,33039572,33073550,+
10184,GeneID:55347,ENSG00000144827,HGNC:25656,ABHD10,"abhydrolase domain containing 10, depalmitoylase",NM_018394,NP_060864.1,ENST00000273359,ENSP00000273359.3,MANE Select,3,111979026,111993368,+
10185,GeneID:55349,ENSG00000016391,HGNC:24288,CHDH,choline dehydrogenase,NM_018397,NP_060867.2,ENST00000315251,ENSP00000319851.5,MANE Select,3,53812335,53846419,-
10186,GeneID:55351,ENSG00000152953,HGNC:14217,STK32B,serine/threonine kinase 32B,NM_018401,NP_060871.1,ENST00000282908,ENSP00000282908.5,MANE Select,4,5051480,5500989,+
10187,GeneID:55352,ENSG00000172301,HGNC:28848,COPRS,coordinator of PRMT5 and differentiation stimulator,NM_018405,NP_060875.2,ENST00000302362,ENSP00000304327.6,MANE Select,17,31851871,31859244,-
10188,GeneID:55353,ENSG00000104341,HGNC:13646,LAPTM4B,lysosomal protein transmembrane 4 beta,NM_018407,NP_060877.4,ENST00000521545,ENSP00000428409.1,MANE Select,8,97775788,97853013,+
10189,GeneID:55355,ENSG00000123485,HGNC:25444,HJURP,Holliday junction recognition protein,NM_018410,NP_060880.3,ENST00000411486,ENSP00000414109.1,MANE Select,2,233836702,233854535,-
10190,GeneID:55356,ENSG00000163393,HGNC:20301,SLC22A15,solute carrier family 22 member 15,NM_018420,NP_060890.2,ENST00000369503,ENSP00000358515.4,MANE Select,1,115976513,116070054,+
10191,GeneID:55357,ENSG00000095383,HGNC:18026,TBC1D2,TBC1 domain family member 2,NM_001267571,NP_001254500.1,ENST00000465784,ENSP00000481721.1,MANE Select,9,98199011,98255649,-
10192,GeneID:55359,ENSG00000060140,HGNC:18889,STYK1,serine/threonine/tyrosine kinase 1,NM_018423,NP_060893.2,ENST00000075503,ENSP00000075503.3,MANE Select,12,10618923,10674052,-
10193,GeneID:55362,ENSG00000137216,HGNC:17735,TMEM63B,transmembrane protein 63B,NM_018426,NP_060896.1,ENST00000323267,ENSP00000327154.6,MANE Select,6,44127554,44155519,+
10194,GeneID:55363,ENSG00000136929,HGNC:17509,HEMGN,hemogen,NM_197978,NP_932095.1,ENST00000616898,ENSP00000480020.1,MANE Select,9,97926791,97938172,-
10195,GeneID:55364,ENSG00000154059,HGNC:20387,IMPACT,impact RWD domain protein,NM_018439,NP_060909.2,ENST00000284202,ENSP00000284202.4,MANE Select,18,24426670,24453531,+
10196,GeneID:55365,ENSG00000002933,HGNC:24930,TMEM176A,transmembrane protein 176A,NM_018487,NP_060957.2,ENST00000004103,ENSP00000004103.3,MANE Select,7,150800769,150805118,+
10197,GeneID:55366,ENSG00000205213,HGNC:13299,LGR4,leucine rich repeat containing G protein-coupled receptor 4,NM_018490,NP_060960.2,ENST00000379214,ENSP00000368516.4,MANE Select,11,27365961,27472790,-
10198,GeneID:55367,ENSG00000177595,HGNC:16491,PIDD1,p53-induced death domain protein 1,NM_145886,NP_665893.2,ENST00000347755,ENSP00000337797.5,MANE Select,11,799184,805231,-
10199,GeneID:55374,ENSG00000113119,HGNC:28814,TMCO6,transmembrane and coiled-coil domains 6,NM_018502,NP_060972.3,ENST00000394671,ENSP00000378166.3,MANE Select,5,140639451,140645404,+
10200,GeneID:55379,ENSG00000108829,HGNC:28817,LRRC59,leucine rich repeat containing 59,NM_018509,NP_060979.2,ENST00000225972,ENSP00000225972.7,MANE Select,17,50381238,50397523,-
10201,GeneID:55388,ENSG00000065328,HGNC:18043,MCM10,minichromosome maintenance 10 replication initiation factor,NM_018518,NP_060988.3,ENST00000378714,ENSP00000367986.3,MANE Select,10,13161558,13211110,+
10202,GeneID:55421,ENSG00000074356,HGNC:24612,NCBP3,nuclear cap binding subunit 3,NM_001114118,NP_001107590.1,ENST00000389005,ENSP00000373657.4,MANE Select,17,3802158,3846246,-
10203,GeneID:55422,ENSG00000130844,HGNC:15489,ZNF331,zinc finger protein 331,NM_001079906,NP_001073375.1,ENST00000449416,ENSP00000393817.1,MANE Select,19,53538145,53580269,+
10204,GeneID:55423,ENSG00000089012,HGNC:15757,SIRPG,signal regulatory protein gamma,NM_018556,NP_061026.2,ENST00000303415,ENSP00000305529.3,MANE Select,20,1629152,1657779,-
10205,GeneID:55425,ENSG00000133114,HGNC:20298,GPALPP1,GPALPP motifs containing 1,NM_018559,NP_061029.2,ENST00000379151,ENSP00000368447.4,MANE Select,13,44989538,45030305,+
10206,GeneID:55432,ENSG00000180667,HGNC:25035,YOD1,YOD1 deubiquitinase,NM_018566,NP_061036.3,ENST00000315927,ENSP00000326813.4,MANE Select,1,207043849,207051208,-
10207,GeneID:55435,ENSG00000138660,HGNC:28808,AP1AR,adaptor related protein complex 1 associated regulatory protein,NM_018569,NP_061039.3,ENST00000274000,ENSP00000274000.5,MANE Select,4,112231787,112273110,+
10208,GeneID:55437,ENSG00000082146,HGNC:13205,STRADB,STE20 related adaptor beta,NM_018571,NP_061041.2,ENST00000194530,ENSP00000194530.3,MANE Select,2,201451740,201480846,+
10209,GeneID:55450,ENSG00000162545,HGNC:24190,CAMK2N1,calcium/calmodulin dependent protein kinase II inhibitor 1,NM_018584,NP_061054.2,ENST00000375078,ENSP00000364219.3,MANE Select,1,20482391,20486210,-
10210,GeneID:55454,ENSG00000169826,HGNC:24292,CSGALNACT2,chondroitin sulfate N-acetylgalactosaminyltransferase 2,NM_018590,NP_061060.3,ENST00000374466,ENSP00000363590.3,MANE Select,10,43138445,43185302,+
10211,GeneID:55466,ENSG00000140403,HGNC:14885,DNAJA4,DnaJ heat shock protein family (Hsp40) member A4,NM_001130182,NP_001123654.1,ENST00000394852,ENSP00000378321.3,MANE Select,15,78264562,78282191,+
10212,GeneID:55471,ENSG00000003509,HGNC:28816,NDUFAF7,NADH:ubiquinone oxidoreductase complex assembly factor 7,NM_144736,NP_653337.1,ENST00000002125,ENSP00000002125.4,MANE Select,2,37231658,37249160,+
10213,GeneID:55486,ENSG00000175193,HGNC:18253,PARL,presenilin associated rhomboid like,NM_018622,NP_061092.3,ENST00000317096,ENSP00000325421.5,MANE Select,3,183829271,183884880,-
10214,GeneID:55500,ENSG00000139163,HGNC:24649,ETNK1,ethanolamine kinase 1,NM_018638,NP_061108.3,ENST00000266517,ENSP00000266517.4,MANE Select,12,22625171,22690665,+
10215,GeneID:55501,ENSG00000136213,HGNC:17423,CHST12,carbohydrate sulfotransferase 12,NM_018641,NP_061111.1,ENST00000618655,ENSP00000481912.1,MANE Select,7,2403611,2448484,+
10216,GeneID:55502,ENSG00000144485,HGNC:18254,HES6,hes family bHLH transcription factor 6,NM_018645,NP_061115.2,ENST00000272937,ENSP00000272937.5,MANE Select,2,238238267,238240038,-
10217,GeneID:55503,ENSG00000165125,HGNC:14006,TRPV6,transient receptor potential cation channel subfamily V member 6,NM_018646,NP_061116.5,ENST00000359396,ENSP00000352358.5,MANE Select,7,142871208,142885745,-
10218,GeneID:55504,ENSG00000127863,HGNC:11915,TNFRSF19,TNF receptor superfamily member 19,NM_148957,NP_683760.1,ENST00000248484,ENSP00000248484.4,MANE Select,13,23570412,23676093,+
10219,GeneID:55505,ENSG00000182117,HGNC:14378,NOP10,NOP10 ribonucleoprotein,NM_018648,NP_061118.1,ENST00000328848,ENSP00000332198.5,MANE Select,15,34341719,34343136,-
10220,GeneID:55506,ENSG00000099284,HGNC:14453,MACROH2A2,macroH2A.2 histone,NM_018649,NP_061119.1,ENST00000373255,ENSP00000362352.3,MANE Select,10,70052846,70112282,+
10221,GeneID:55508,ENSG00000175782,HGNC:20864,SLC35E3,solute carrier family 35 member E3,NM_018656,NP_061126.2,ENST00000398004,ENSP00000381089.2,MANE Select,12,68746176,68781468,+
10222,GeneID:55509,ENSG00000123685,HGNC:28915,BATF3,basic leucine zipper ATF-like transcription factor 3,NM_018664,NP_061134.1,ENST00000243440,ENSP00000243440.1,MANE Select,1,212686417,212699840,-
10223,GeneID:55510,ENSG00000080007,HGNC:18677,DDX43,DEAD-box helicase 43,NM_018665,NP_061135.2,ENST00000370336,ENSP00000359361.4,MANE Select,6,73394828,73417566,+
10224,GeneID:55511,ENSG00000181433,HGNC:30369,SAGE1,sarcoma antigen 1,NM_001381902,NP_001368831.1,ENST00000370709,ENSP00000359743.3,MANE Select,X,135893716,135913062,+
10225,GeneID:55512,ENSG00000103056,HGNC:14240,SMPD3,sphingomyelin phosphodiesterase 3,NM_018667,NP_061137.1,ENST00000219334,ENSP00000219334.5,MANE Select,16,68358327,68448508,-
10226,GeneID:55515,ENSG00000072182,HGNC:21263,ASIC4,acid sensing ion channel subunit family member 4,NM_018674,NP_061144.4,ENST00000358078,ENSP00000350786.5,MANE Select,2,219514482,219538772,+
10227,GeneID:55520,ENSG00000141642,HGNC:14197,ELAC1,elaC ribonuclease Z 1,NM_018696,NP_061166.1,ENST00000269466,ENSP00000269466.3,MANE Select,18,50968040,50988121,+
10228,GeneID:55521,ENSG00000152503,HGNC:16280,TRIM36,tripartite motif containing 36,NM_001300759,NP_001287688.1,ENST00000513154,ENSP00000423934.1,MANE Select,5,115124772,115169908,-
10229,GeneID:55526,ENSG00000181192,HGNC:23537,DHTKD1,dehydrogenase E1 and transketolase domain containing 1,NM_018706,NP_061176.4,ENST00000263035,ENSP00000263035.4,MANE Select,10,12068954,12123221,+
10230,GeneID:55527,ENSG00000141965,HGNC:16934,FEM1A,fem-1 homolog A,NM_018708,NP_061178.1,ENST00000269856,ENSP00000269856.3,MANE Select,19,4791734,4801273,+
10231,GeneID:55529,ENSG00000155099,HGNC:25452,PIP4P2,"phosphatidylinositol-4,5-bisphosphate 4-phosphatase 2",NM_018710,NP_061180.1,ENST00000285419,ENSP00000285419.3,MANE Select,8,90993802,91040859,-
10232,GeneID:55530,ENSG00000166111,HGNC:25417,SVOP,SV2 related protein,NM_018711,NP_061181.1,ENST00000610966,ENSP00000479104.1,MANE Select,12,108907741,109021068,-
10233,GeneID:55531,ENSG00000110675,HGNC:25334,ELMOD1,ELMO domain containing 1,NM_018712,NP_061182.3,ENST00000265840,ENSP00000265840.7,MANE Select,11,107591147,107666779,+
10234,GeneID:55532,ENSG00000196660,HGNC:25355,SLC30A10,solute carrier family 30 member 10,NM_018713,NP_061183.2,ENST00000366926,ENSP00000355893.4,MANE Select,1,219910445,219928557,-
10235,GeneID:55534,ENSG00000196782,HGNC:16272,MAML3,mastermind like transcriptional coactivator 3,NM_018717,NP_061187.3,ENST00000509479,ENSP00000421180.1,MANE Select,4,139716753,140154184,-
10236,GeneID:55536,ENSG00000164649,HGNC:30777,CDCA7L,cell division cycle associated 7 like,NM_018719,NP_061189.2,ENST00000406877,ENSP00000383986.3,MANE Select,7,21900899,21945899,-
10237,GeneID:55540,ENSG00000056736,HGNC:18015,IL17RB,interleukin 17 receptor B,NM_018725,NP_061195.2,ENST00000288167,ENSP00000288167.3,MANE Select,3,53846568,53865794,+
10238,GeneID:55544,ENSG00000132819,HGNC:15818,RBM38,RNA binding motif protein 38,NM_017495,NP_059965.2,ENST00000356208,ENSP00000348538.5,MANE Select,20,57391396,57409333,+
10239,GeneID:55552,ENSG00000197933,HGNC:30936,ZNF823,zinc finger protein 823,NM_001080493,NP_001073962.1,ENST00000341191,ENSP00000340683.5,MANE Select,19,11721265,11738946,-
10240,GeneID:55553,ENSG00000110693,HGNC:16421,SOX6,SRY-box transcription factor 6,NM_001367873,NP_001354802.1,ENST00000683767,ENSP00000507545.1,MANE Select,11,15966449,16356546,-
10241,GeneID:55556,ENSG00000132199,HGNC:30365,ENOSF1,enolase superfamily member 1,NM_017512,NP_059982.2,ENST00000647584,ENSP00000497230.2,MANE Select,18,670318,712630,-
10242,GeneID:55558,ENSG00000130827,HGNC:9101,PLXNA3,plexin A3,NM_017514,NP_059984.3,ENST00000369682,ENSP00000358696.3,MANE Select,X,154458281,154477779,+
10243,GeneID:55559,ENSG00000213397,HGNC:32979,HAUS7,HAUS augmin like complex subunit 7,NM_001385482,NP_001372411.1,ENST00000370211,ENSP00000359230.6,MANE Select,X,153447668,153470576,-
10244,GeneID:55561,ENSG00000171219,HGNC:29829,CDC42BPG,CDC42 binding protein kinase gamma,NM_017525,NP_059995.2,ENST00000342711,ENSP00000345133.5,MANE Select,11,64823052,64844653,-
